,date,vix,vixo,vixh,vixl
3123,1994-03-07,14.26,12.2,14.96,12.2
3124,1994-03-08,16.23,12.2,16.39,16.07
3125,1994-03-08,16.23,12.2,16.39,16.07
3126,1994-03-09,14.41,14.68,15.0,14.35
3127,1994-03-09,14.41,14.68,15.0,14.35
3128,1994-03-10,16.55,14.68,16.93,16.08
3129,1994-03-10,16.55,14.68,16.93,16.08
3130,1994-03-11,14.87,14.77,16.14,13.89
3131,1994-03-11,14.87,14.77,16.14,13.89
3132,1994-03-14,16.61,14.77,17.48,16.52
3133,1994-03-14,16.61,14.77,17.48,16.52
3134,1994-03-15,14.78,14.49,15.18,13.78
3135,1994-03-15,14.78,14.49,15.18,13.78
3136,1994-03-16,14.51,15.35,15.89,14.49
3137,1994-03-16,14.51,15.35,15.89,14.49
3138,1994-03-17,12.76,13.23,13.33,12.76
3139,1994-03-17,12.76,13.23,13.33,12.76
3140,1994-03-18,13.32,13.74,13.74,13.2
3141,1994-03-18,13.32,13.74,13.74,13.2
3142,1994-03-21,14.34,14.5,15.07,14.3
3143,1994-03-21,14.34,14.5,15.07,14.3
3144,1994-03-22,13.39,13.94,13.97,12.75
3145,1994-03-22,13.39,13.94,13.97,12.75
3146,1994-03-23,12.31,11.88,12.76,11.58
3147,1994-03-23,12.31,11.88,12.76,11.58
3148,1994-03-24,13.43,12.22,14.14,12.22
3149,1994-03-24,13.43,12.22,14.14,12.22
3150,1994-03-25,13.67,13.4,13.83,12.88
3151,1994-03-25,13.67,13.4,13.83,12.88
3152,1994-03-28,14.9,15.69,16.24,14.9
3153,1994-03-28,14.9,15.69,16.24,14.9
3154,1994-03-29,16.49,13.66,16.96,13.65
3155,1994-03-29,16.49,13.66,16.96,13.65
3156,1994-03-30,18.59,17.11,18.84,17.11
3157,1994-03-30,18.59,17.11,18.84,17.11
3158,1994-03-31,20.45,18.5,21.94,18.42
3159,1994-03-31,20.45,18.5,21.94,18.42
3160,1994-04-04,23.87,18.5,28.3,23.61
3161,1994-04-04,23.87,18.5,28.3,23.61
3162,1994-04-05,18.13,21.63,21.63,18.13
3163,1994-04-05,18.13,21.63,21.63,18.13
3164,1994-04-06,17.38,16.84,18.34,16.8
3165,1994-04-06,17.38,16.84,18.34,16.8
3166,1994-04-07,16.98,17.92,18.24,16.88
3167,1994-04-07,16.98,17.92,18.24,16.88
3168,1994-04-08,16.92,16.5,17.58,16.42
3169,1994-04-08,16.92,16.5,17.58,16.42
3170,1994-04-11,16.61,16.5,17.66,16.43
3171,1994-04-11,16.61,16.5,17.66,16.43
3172,1994-04-12,16.42,16.5,17.45,16.24
3173,1994-04-12,16.42,16.5,17.45,16.24
3174,1994-04-13,17.02,15.97,17.96,14.72
3175,1994-04-13,17.02,15.97,17.96,14.72
3176,1994-04-14,16.27,17.13,17.26,16.15
3177,1994-04-14,16.27,17.13,17.26,16.15
3178,1994-04-15,15.98,15.54,16.66,15.5
3179,1994-04-15,15.98,15.54,16.66,15.5
3180,1994-04-18,17.22,16.08,17.88,15.98
3181,1994-04-18,17.22,16.08,17.88,15.98
3182,1994-04-19,16.93,16.69,17.76,16.67
3183,1994-04-19,16.93,16.69,17.76,16.67
3184,1994-04-20,17.01,16.8,18.14,16.48
3185,1994-04-20,17.01,16.8,18.14,16.48
3186,1994-04-21,14.93,16.43,16.56,14.87
3187,1994-04-21,14.93,16.43,16.56,14.87
3188,1994-04-22,14.94,14.16,15.4,14.07
3189,1994-04-22,14.94,14.16,15.4,14.07
3190,1994-04-25,14.26,15.19,15.31,14.07
3191,1994-04-25,14.26,15.19,15.31,14.07
3192,1994-04-26,13.8,14.19,14.8,13.78
3193,1994-04-26,13.8,14.19,14.8,13.78
3194,1994-04-28,14.51,13.23,14.88,13.21
3195,1994-04-28,14.51,13.23,14.88,13.21
3196,1994-04-29,13.77,13.05,14.34,13.05
3197,1994-04-29,13.77,13.05,14.34,13.05
3198,1994-05-02,14.11,14.42,14.78,13.99
3199,1994-05-02,14.11,14.42,14.78,13.99
3200,1994-05-03,13.81,13.03,14.45,13.03
3201,1994-05-03,13.81,13.03,14.45,13.03
3202,1994-05-04,14.29,13.77,14.8,13.71
3203,1994-05-04,14.29,13.77,14.8,13.71
3204,1994-05-05,14.56,13.62,15.34,13.62
3205,1994-05-05,14.56,13.62,15.34,13.62
3206,1994-05-06,15.08,15.11,15.54,14.79
3207,1994-05-06,15.08,15.11,15.54,14.79
3208,1994-05-09,16.16,16.4,16.65,15.86
3209,1994-05-09,16.16,16.4,16.65,15.86
3210,1994-05-10,15.19,15.87,16.07,15.1
3211,1994-05-10,15.19,15.87,16.07,15.1
3212,1994-05-11,15.55,14.93,16.28,14.75
3213,1994-05-11,15.55,14.93,16.28,14.75
3214,1994-05-12,15.46,15.01,16.16,14.76
3215,1994-05-12,15.46,15.01,16.16,14.76
3216,1994-05-13,14.54,15.55,16.11,14.48
3217,1994-05-13,14.54,15.55,16.11,14.48
3218,1994-05-16,14.67,14.85,15.0,14.15
3219,1994-05-16,14.67,14.85,15.0,14.15
3220,1994-05-17,14.08,14.67,15.22,14.08
3221,1994-05-17,14.08,14.67,15.22,14.08
3222,1994-05-18,12.55,13.1,13.82,12.53
3223,1994-05-18,12.55,13.1,13.82,12.53
3224,1994-05-19,12.33,12.09,12.46,11.44
3225,1994-05-19,12.33,12.09,12.46,11.44
3226,1994-05-20,12.79,11.89,13.03,11.8
3227,1994-05-20,12.79,11.89,13.03,11.8
3228,1994-05-23,13.49,13.26,13.94,13.24
3229,1994-05-23,13.49,13.26,13.94,13.24
3230,1994-05-24,12.73,12.59,13.17,12.42
3231,1994-05-24,12.73,12.59,13.17,12.42
3232,1994-05-25,12.43,13.01,13.47,12.39
3233,1994-05-25,12.43,13.01,13.47,12.39
3234,1994-05-26,12.5,12.46,12.66,12.26
3235,1994-05-26,12.5,12.46,12.66,12.26
3236,1994-05-27,12.49,12.84,13.01,12.42
3237,1994-05-27,12.49,12.84,13.01,12.42
3238,1994-05-31,13.03,13.39,13.46,12.77
3239,1994-05-31,13.03,13.39,13.46,12.77
3240,1994-06-01,12.72,13.16,13.47,12.54
3241,1994-06-01,12.72,13.16,13.47,12.54
3242,1994-06-02,12.73,12.77,13.06,12.45
3243,1994-06-02,12.73,12.77,13.06,12.45
3244,1994-06-03,12.19,13.28,13.36,12.1
3245,1994-06-03,12.19,13.28,13.36,12.1
3246,1994-06-06,13.03,11.78,13.03,11.76
3247,1994-06-06,13.03,11.78,13.03,11.76
3248,1994-06-07,13.05,13.35,14.12,13.04
3249,1994-06-07,13.05,13.35,14.12,13.04
3250,1994-06-08,13.32,12.81,13.72,12.69
3251,1994-06-08,13.32,12.81,13.72,12.69
3252,1994-06-09,13.21,13.27,13.28,13.1
3253,1994-06-09,13.21,13.27,13.28,13.1
3254,1994-06-10,12.69,13.04,13.04,12.45
3255,1994-06-10,12.69,13.04,13.04,12.45
3256,1994-06-13,11.92,12.34,12.61,11.66
3257,1994-06-13,11.92,12.34,12.61,11.66
3258,1994-06-14,11.6,11.62,11.93,11.38
3259,1994-06-14,11.6,11.62,11.93,11.38
3260,1994-06-15,11.52,11.36,12.39,11.21
3261,1994-06-15,11.52,11.36,12.39,11.21
3262,1994-06-16,11.22,11.36,11.89,11.2
3263,1994-06-16,11.22,11.36,11.89,11.2
3264,1994-06-17,12.31,10.52,12.33,10.48
3265,1994-06-17,12.31,10.52,12.33,10.48
3266,1994-06-20,13.96,13.77,14.21,13.38
3267,1994-06-20,13.96,13.77,14.21,13.38
3268,1994-06-21,14.7,13.7,14.99,13.6
3269,1994-06-21,14.7,13.7,14.99,13.6
3270,1994-06-22,14.02,14.75,14.76,14.02
3271,1994-06-22,14.02,14.75,14.76,14.02
3272,1994-06-23,14.12,13.31,14.28,13.29
3273,1994-06-23,14.12,13.31,14.28,13.29
3274,1994-06-24,16.72,15.35,17.27,15.31
3275,1994-06-24,16.72,15.35,17.27,15.31
3276,1994-06-27,15.53,17.36,17.71,15.51
3277,1994-06-27,15.53,17.36,17.71,15.51
3278,1994-06-28,15.04,13.39,15.75,13.39
3279,1994-06-28,15.04,13.39,15.75,13.39
3280,1994-06-29,14.42,14.63,14.75,14.26
3281,1994-06-29,14.42,14.63,14.75,14.26
3282,1994-06-30,14.97,13.92,15.43,13.86
3283,1994-06-30,14.97,13.92,15.43,13.86
3284,1994-07-01,14.36,14.89,15.26,14.36
3285,1994-07-01,14.36,14.89,15.26,14.36
3286,1994-07-05,14.92,14.84,15.48,14.6
3287,1994-07-05,14.92,14.84,15.48,14.6
3288,1994-07-06,14.7,15.12,15.63,14.44
3289,1994-07-06,14.7,15.12,15.63,14.44
3290,1994-07-07,14.01,13.24,14.64,13.24
3291,1994-07-07,14.01,13.24,14.64,13.24
3292,1994-07-08,13.26,14.88,14.88,12.85
3293,1994-07-08,13.26,14.88,14.88,12.85
3294,1994-07-11,13.83,13.3,14.61,13.03
3295,1994-07-11,13.83,13.3,14.61,13.03
3296,1994-07-12,13.4,13.9,14.16,13.04
3297,1994-07-12,13.4,13.9,14.16,13.04
3298,1994-07-13,12.42,12.94,12.98,12.17
3299,1994-07-13,12.42,12.94,12.98,12.17
3300,1994-07-14,11.64,12.69,12.88,11.39
3301,1994-07-14,11.64,12.69,12.88,11.39
3302,1994-07-15,11.28,11.13,11.54,11.0
3303,1994-07-15,11.28,11.13,11.54,11.0
3304,1994-07-18,11.44,11.49,11.68,11.16
3305,1994-07-18,11.44,11.49,11.68,11.16
3306,1994-07-19,11.65,11.49,11.91,11.0
3307,1994-07-19,11.65,11.49,11.91,11.0
3308,1994-07-20,11.7,11.51,12.13,11.5
3309,1994-07-20,11.7,11.51,12.13,11.5
3310,1994-07-21,11.65,12.49,12.56,11.62
3311,1994-07-21,11.65,12.49,12.56,11.62
3312,1994-07-22,11.22,10.96,11.89,10.96
3313,1994-07-22,11.22,10.96,11.89,10.96
3314,1994-07-25,11.46,11.87,12.38,11.44
3315,1994-07-25,11.46,11.87,12.38,11.44
3316,1994-07-26,11.66,11.78,12.02,11.65
3317,1994-07-26,11.66,11.78,12.02,11.65
3318,1994-07-27,11.93,11.93,12.26,11.86
3319,1994-07-27,11.93,11.93,12.26,11.86
3320,1994-07-28,12.03,11.99,12.15,11.69
3321,1994-07-28,12.03,11.99,12.15,11.69
3322,1994-07-29,11.13,11.23,11.74,11.05
3323,1994-07-29,11.13,11.23,11.74,11.05
3324,1994-08-01,11.17,11.71,11.76,11.13
3325,1994-08-01,11.17,11.71,11.76,11.13
3326,1994-08-02,11.27,10.91,11.43,10.75
3327,1994-08-02,11.27,10.91,11.43,10.75
3328,1994-08-03,11.35,11.42,11.61,11.15
3329,1994-08-03,11.35,11.42,11.61,11.15
3330,1994-08-04,12.18,11.5,12.3,11.46
3331,1994-08-04,12.18,11.5,12.3,11.46
3332,1994-08-05,12.34,12.85,12.98,12.33
3333,1994-08-05,12.34,12.85,12.98,12.33
3334,1994-08-08,12.41,11.71,12.7,11.69
3335,1994-08-08,12.41,11.71,12.7,11.69
3336,1994-08-09,12.54,11.12,13.32,11.12
3337,1994-08-09,12.54,11.12,13.32,11.12
3338,1994-08-10,11.91,12.61,12.63,11.66
3339,1994-08-10,11.91,12.61,12.63,11.66
3340,1994-08-11,12.13,11.55,12.89,11.27
3341,1994-08-11,12.13,11.55,12.89,11.27
3342,1994-08-12,11.09,11.98,12.13,11.03
3343,1994-08-12,11.09,11.98,12.13,11.03
3344,1994-08-15,12.06,11.92,12.73,11.65
3345,1994-08-15,12.06,11.92,12.73,11.65
3346,1994-08-16,11.39,11.72,12.79,11.17
3347,1994-08-16,11.39,11.72,12.79,11.17
3348,1994-08-17,11.54,11.17,11.62,11.16
3349,1994-08-17,11.54,11.17,11.62,11.16
3350,1994-08-18,12.07,11.76,12.6,11.65
3351,1994-08-18,12.07,11.76,12.6,11.65
3352,1994-08-19,12.83,12.71,13.34,12.44
3353,1994-08-19,12.83,12.71,13.34,12.44
3354,1994-08-22,12.62,12.87,13.23,12.55
3355,1994-08-22,12.62,12.87,13.23,12.55
3356,1994-08-23,11.75,11.78,11.85,11.14
3357,1994-08-23,11.75,11.78,11.85,11.14
3358,1994-08-24,11.57,12.03,12.05,11.56
3359,1994-08-24,11.57,12.03,12.05,11.56
3360,1994-08-25,12.02,11.62,12.27,11.52
3361,1994-08-25,12.02,11.62,12.27,11.52
3362,1994-08-26,12.19,11.16,12.84,11.02
3363,1994-08-26,12.19,11.16,12.84,11.02
3364,1994-08-29,11.82,12.81,12.81,11.66
3365,1994-08-29,11.82,12.81,12.81,11.66
3366,1994-08-30,11.23,11.73,11.81,11.22
3367,1994-08-30,11.23,11.73,11.81,11.22
3368,1994-08-31,11.97,11.18,12.43,11.18
3369,1994-08-31,11.97,11.18,12.43,11.18
3370,1994-09-01,11.86,12.17,12.66,11.86
3371,1994-09-01,11.86,12.17,12.66,11.86
3372,1994-09-02,11.4,11.21,11.73,11.17
3373,1994-09-02,11.4,11.21,11.73,11.17
3374,1994-09-06,11.69,11.5,12.24,11.48
3375,1994-09-06,11.69,11.5,12.24,11.48
3376,1994-09-07,11.81,11.83,12.49,11.6
3377,1994-09-07,11.81,11.83,12.49,11.6
3378,1994-09-08,11.86,12.01,12.03,11.4
3379,1994-09-08,11.86,12.01,12.03,11.4
3380,1994-09-09,13.12,11.62,13.56,11.62
3381,1994-09-09,13.12,11.62,13.56,11.62
3382,1994-09-12,14.01,13.47,14.91,13.44
3383,1994-09-12,14.01,13.47,14.91,13.44
3384,1994-09-13,13.77,12.96,14.59,12.96
3385,1994-09-13,13.77,12.96,14.59,12.96
3386,1994-09-14,13.09,13.95,14.38,12.92
3387,1994-09-14,13.09,13.95,14.38,12.92
3388,1994-09-15,11.88,11.87,13.0,11.43
3389,1994-09-15,11.88,11.87,13.0,11.43
3390,1994-09-16,12.8,12.06,13.12,11.75
3391,1994-09-16,12.8,12.06,13.12,11.75
3392,1994-09-19,13.06,12.89,13.26,12.71
3393,1994-09-19,13.06,12.89,13.26,12.71
3394,1994-09-20,14.45,12.89,14.45,13.35
3395,1994-09-20,14.45,12.89,14.45,13.35
3396,1994-09-21,14.49,13.65,16.08,13.63
3397,1994-09-21,14.49,13.65,16.08,13.63
3398,1994-09-22,13.89,13.56,13.94,13.43
3399,1994-09-22,13.89,13.56,13.94,13.43
3400,1994-09-23,14.53,13.79,14.87,13.79
3401,1994-09-23,14.53,13.79,14.87,13.79
3402,1994-09-26,14.56,14.94,15.01,14.52
3403,1994-09-26,14.56,14.94,15.01,14.52
3404,1994-09-27,14.13,14.9,15.13,14.13
3405,1994-09-27,14.13,14.9,15.13,14.13
3406,1994-09-28,13.25,13.62,13.82,12.97
3407,1994-09-28,13.25,13.62,13.82,12.97
3408,1994-09-29,13.97,13.55,14.4,13.23
3409,1994-09-29,13.97,13.55,14.4,13.23
3410,1994-09-30,14.28,13.33,14.56,12.85
3411,1994-09-30,14.28,13.33,14.56,12.85
3412,1994-10-03,15.44,15.69,16.4,15.42
3413,1994-10-03,15.44,15.69,16.4,15.42
3414,1994-10-04,16.66,14.08,16.97,14.08
3415,1994-10-04,16.66,14.08,16.97,14.08
3416,1994-10-05,15.92,16.26,16.72,15.0
3417,1994-10-05,15.92,16.26,16.72,15.0
3418,1994-10-06,16.24,15.65,16.37,15.3
3419,1994-10-06,16.24,15.65,16.37,15.3
3420,1994-10-07,14.92,15.31,15.73,14.85
3421,1994-10-07,14.92,15.31,15.73,14.85
3422,1994-10-10,14.72,14.26,15.62,14.26
3423,1994-10-10,14.72,14.26,15.62,14.26
3424,1994-10-11,13.55,13.93,14.16,13.4
3425,1994-10-11,13.55,13.93,14.16,13.4
3426,1994-10-12,14.51,13.66,15.21,13.59
3427,1994-10-12,14.51,13.66,15.21,13.59
3428,1994-10-13,14.9,12.75,14.97,12.75
3429,1994-10-13,14.9,12.75,14.97,12.75
3430,1994-10-14,13.32,14.33,14.33,13.18
3431,1994-10-14,13.32,14.33,14.33,13.18
3432,1994-10-17,14.76,14.25,15.31,14.13
3433,1994-10-17,14.76,14.25,15.31,14.13
3434,1994-10-18,14.59,14.4,15.6,14.38
3435,1994-10-18,14.59,14.4,15.6,14.38
3436,1994-10-19,15.13,13.91,15.33,13.87
3437,1994-10-19,15.13,13.91,15.33,13.87
3438,1994-10-20,15.99,15.5,16.45,15.5
3439,1994-10-20,15.99,15.5,16.45,15.5
3440,1994-10-21,15.91,16.14,16.46,15.81
3441,1994-10-21,15.91,16.14,16.46,15.81
3442,1994-10-24,16.97,15.97,17.22,15.87
3443,1994-10-24,16.97,15.97,17.22,15.87
3444,1994-10-25,16.13,17.18,17.18,16.11
3445,1994-10-25,16.13,17.18,17.18,16.11
3446,1994-10-26,15.7,15.7,16.03,15.53
3447,1994-10-26,15.7,15.7,16.03,15.53
3448,1994-10-27,15.67,15.2,15.9,15.2
3449,1994-10-27,15.67,15.2,15.9,15.2
3450,1994-10-28,14.56,15.11,15.22,14.56
3451,1994-10-28,14.56,15.11,15.22,14.56
3452,1994-10-31,14.56,14.73,15.17,14.2
3453,1994-10-31,14.56,14.73,15.17,14.2
3454,1994-11-01,14.84,14.61,15.18,14.61
3455,1994-11-01,14.84,14.61,15.18,14.61
3456,1994-11-02,15.34,15.28,15.47,14.41
3457,1994-11-02,15.34,15.28,15.47,14.41
3458,1994-11-03,15.58,14.32,16.43,14.32
3459,1994-11-03,15.58,14.32,16.43,14.32
3460,1994-11-04,16.75,14.99,16.87,14.87
3461,1994-11-04,16.75,14.99,16.87,14.87
3462,1994-11-07,17.37,16.88,17.87,16.82
3463,1994-11-07,17.37,16.88,17.87,16.82
3464,1994-11-08,16.3,15.57,16.92,15.54
3465,1994-11-08,16.3,15.57,16.92,15.54
3466,1994-11-09,16.42,15.95,17.33,15.83
3467,1994-11-09,16.42,15.95,17.33,15.83
3468,1994-11-10,16.0,16.11,16.74,15.67
3469,1994-11-10,16.0,16.11,16.74,15.67
3470,1994-11-11,16.5,15.07,16.91,14.99
3471,1994-11-11,16.5,15.07,16.91,14.99
3472,1994-11-14,16.68,16.96,16.99,16.68
3473,1994-11-14,16.68,16.96,16.99,16.68
3474,1994-11-15,16.66,14.75,17.01,14.75
3475,1994-11-15,16.66,14.75,17.01,14.75
3476,1994-11-16,15.56,15.73,16.03,15.56
3477,1994-11-16,15.56,15.73,16.03,15.56
3478,1994-11-17,15.91,15.02,16.14,14.99
3479,1994-11-17,15.91,15.02,16.14,14.99
3480,1994-11-18,16.0,15.77,16.27,15.61
3481,1994-11-18,16.0,15.77,16.27,15.61
3482,1994-11-21,16.13,15.47,16.38,15.28
3483,1994-11-21,16.13,15.47,16.38,15.28
3484,1994-11-22,17.24,16.57,17.39,16.02
3485,1994-11-22,17.24,16.57,17.39,16.02
3486,1994-11-23,18.41,18.27,19.57,18.27
3487,1994-11-23,18.41,18.27,19.57,18.27
3488,1994-11-25,17.44,17.64,18.51,17.23
3489,1994-11-25,17.44,17.64,18.51,17.23
3490,1994-11-28,16.83,17.09,17.62,16.83
3491,1994-11-28,16.83,17.09,17.62,16.83
3492,1994-11-29,16.15,16.01,16.76,15.65
3493,1994-11-29,16.15,16.01,16.76,15.65
3494,1994-11-30,15.95,15.99,16.87,15.53
3495,1994-11-30,15.95,15.99,16.87,15.53
3496,1994-12-01,16.69,15.49,17.04,15.42
3497,1994-12-01,16.69,15.49,17.04,15.42
3498,1994-12-02,16.55,16.11,17.14,16.1
3499,1994-12-02,16.55,16.11,17.14,16.1
3500,1994-12-05,16.1,15.88,17.03,15.69
3501,1994-12-05,16.1,15.88,17.03,15.69
3502,1994-12-06,16.05,15.8,16.86,15.66
3503,1994-12-06,16.05,15.8,16.86,15.66
3504,1994-12-07,16.28,16.61,17.64,16.17
3505,1994-12-07,16.28,16.61,17.64,16.17
3506,1994-12-08,18.15,16.13,18.16,16.12
3507,1994-12-08,18.15,16.13,18.16,16.12
3508,1994-12-09,16.04,17.0,17.22,16.01
3509,1994-12-09,16.04,17.0,17.22,16.01
3510,1994-12-12,15.46,17.44,17.44,15.46
3511,1994-12-12,15.46,17.44,17.44,15.46
3512,1994-12-13,14.48,15.04,15.17,14.33
3513,1994-12-13,14.48,15.04,15.17,14.33
3514,1994-12-14,13.03,15.09,15.11,12.66
3515,1994-12-14,13.03,15.09,15.11,12.66
3516,1994-12-15,12.87,13.79,13.79,12.67
3517,1994-12-15,12.87,13.79,13.79,12.67
3518,1994-12-16,12.79,12.87,13.13,11.87
3519,1994-12-16,12.79,12.87,13.13,11.87
3520,1994-12-19,13.02,12.87,13.67,13.02
3521,1994-12-19,13.02,12.87,13.67,13.02
3522,1994-12-20,12.98,12.94,13.48,12.78
3523,1994-12-20,12.98,12.94,13.48,12.78
3524,1994-12-21,12.05,12.9,12.94,11.91
3525,1994-12-21,12.05,12.9,12.94,11.91
3526,1994-12-22,12.42,12.17,12.59,12.12
3527,1994-12-22,12.42,12.17,12.59,12.12
3528,1994-12-23,11.82,11.96,12.04,11.74
3529,1994-12-23,11.82,11.96,12.04,11.74
3530,1994-12-27,12.07,11.83,12.37,11.61
3531,1994-12-27,12.07,11.83,12.37,11.61
3532,1994-12-28,12.81,11.4,13.21,11.36
3533,1994-12-28,12.81,11.4,13.21,11.36
3534,1994-12-29,12.86,12.87,12.87,12.34
3535,1994-12-29,12.86,12.87,12.87,12.34
3536,1994-12-30,13.2,12.48,13.48,12.34
3537,1994-12-30,13.2,12.48,13.48,12.34
3538,1995-01-03,14.25,14.09,14.71,13.39
3539,1995-01-03,14.25,14.09,14.71,13.39
3540,1995-01-04,13.53,13.87,14.15,13.53
3541,1995-01-04,13.53,13.87,14.15,13.53
3542,1995-01-05,13.5,13.7,14.19,13.37
3543,1995-01-05,13.5,13.7,14.19,13.37
3544,1995-01-06,13.13,13.67,13.76,12.79
3545,1995-01-06,13.13,13.67,13.76,12.79
3546,1995-01-09,13.33,13.53,14.08,13.21
3547,1995-01-09,13.33,13.53,14.08,13.21
3548,1995-01-10,12.52,12.49,13.25,11.97
3549,1995-01-10,12.52,12.49,13.25,11.97
3550,1995-01-11,12.15,12.03,13.13,11.95
3551,1995-01-11,12.15,12.03,13.13,11.95
3552,1995-01-12,12.83,12.74,13.56,12.64
3553,1995-01-12,12.83,12.74,13.56,12.64
3554,1995-01-13,11.1,11.46,11.86,11.02
3555,1995-01-13,11.1,11.46,11.86,11.02
3556,1995-01-16,11.14,11.45,11.53,11.06
3557,1995-01-16,11.14,11.45,11.53,11.06
3558,1995-01-17,11.79,12.45,12.48,11.61
3559,1995-01-17,11.79,12.45,12.48,11.61
3560,1995-01-18,11.57,11.24,11.9,11.21
3561,1995-01-18,11.57,11.24,11.9,11.21
3562,1995-01-19,11.86,12.08,12.34,11.52
3563,1995-01-19,11.86,12.08,12.34,11.52
3564,1995-01-20,12.15,12.08,12.48,12.0
3565,1995-01-20,12.15,12.08,12.48,12.0
3566,1995-01-23,12.79,13.89,13.89,12.78
3567,1995-01-23,12.79,13.89,13.89,12.78
3568,1995-01-24,11.94,12.13,12.51,11.84
3569,1995-01-24,11.94,12.13,12.51,11.84
3570,1995-01-25,11.46,11.94,12.26,11.17
3571,1995-01-25,11.46,11.94,12.26,11.17
3572,1995-01-26,11.25,10.9,11.52,10.89
3573,1995-01-26,11.25,10.9,11.52,10.89
3574,1995-01-27,11.25,10.77,11.41,10.76
3575,1995-01-27,11.25,10.77,11.41,10.76
3576,1995-01-30,12.26,11.63,12.67,11.43
3577,1995-01-30,12.26,11.63,12.67,11.43
3578,1995-01-31,11.96,12.12,12.25,11.77
3579,1995-01-31,11.96,12.12,12.25,11.77
3580,1995-02-01,11.73,11.74,11.95,11.53
3581,1995-02-01,11.73,11.74,11.95,11.53
3582,1995-02-02,11.13,11.59,11.63,11.09
3583,1995-02-02,11.13,11.59,11.63,11.09
3584,1995-02-03,10.98,10.56,11.47,10.51
3585,1995-02-03,10.98,10.56,11.47,10.51
3586,1995-02-06,11.22,11.24,11.67,10.94
3587,1995-02-06,11.22,11.24,11.67,10.94
3588,1995-02-07,11.17,11.01,11.41,11.0
3589,1995-02-07,11.17,11.01,11.41,11.0
3590,1995-02-08,11.42,11.29,11.49,11.03
3591,1995-02-08,11.42,11.29,11.49,11.03
3592,1995-02-09,11.63,11.42,11.98,11.23
3593,1995-02-09,11.63,11.42,11.98,11.23
3594,1995-02-10,11.28,11.5,11.71,11.16
3595,1995-02-10,11.28,11.5,11.71,11.16
3596,1995-02-13,11.41,11.74,11.77,11.29
3597,1995-02-13,11.41,11.74,11.77,11.29
3598,1995-02-14,11.43,11.35,11.78,11.32
3599,1995-02-14,11.43,11.35,11.78,11.32
3600,1995-02-15,11.52,11.49,11.74,11.28
3601,1995-02-15,11.52,11.49,11.74,11.28
3602,1995-02-16,11.61,11.62,11.99,11.55
3603,1995-02-16,11.61,11.62,11.99,11.55
3604,1995-02-17,11.71,11.44,12.06,11.29
3605,1995-02-17,11.71,11.44,12.06,11.29
3606,1995-02-21,12.05,11.44,12.52,12.05
3607,1995-02-21,12.05,11.44,12.52,12.05
3608,1995-02-22,11.39,11.03,11.76,11.03
3609,1995-02-22,11.39,11.03,11.76,11.03
3610,1995-02-23,11.15,10.8,11.35,10.77
3611,1995-02-23,11.15,10.8,11.35,10.77
3612,1995-02-24,10.84,10.95,11.32,10.78
3613,1995-02-24,10.84,10.95,11.32,10.78
3614,1995-02-27,12.51,10.93,13.01,10.89
3615,1995-02-27,12.51,10.93,13.01,10.89
3616,1995-02-28,11.75,12.33,12.39,11.73
3617,1995-02-28,11.75,12.33,12.39,11.73
3618,1995-03-01,11.65,11.49,11.93,11.36
3619,1995-03-01,11.65,11.49,11.93,11.36
3620,1995-03-02,12.02,11.66,12.02,11.46
3621,1995-03-02,12.02,11.66,12.02,11.46
3622,1995-03-03,11.45,11.48,11.91,11.4
3623,1995-03-03,11.45,11.48,11.91,11.4
3624,1995-03-06,12.17,12.19,12.65,11.84
3625,1995-03-06,12.17,12.19,12.65,11.84
3626,1995-03-07,14.22,12.39,14.77,12.33
3627,1995-03-07,14.22,12.39,14.77,12.33
3628,1995-03-08,13.72,13.21,14.27,13.21
3629,1995-03-08,13.72,13.21,14.27,13.21
3630,1995-03-09,13.36,13.09,13.98,12.89
3631,1995-03-09,13.36,13.09,13.98,12.89
3632,1995-03-10,12.38,13.27,13.27,11.7
3633,1995-03-10,12.38,13.27,13.27,11.7
3634,1995-03-13,12.15,12.11,12.46,11.99
3635,1995-03-13,12.15,12.11,12.46,11.99
3636,1995-03-14,12.1,11.68,12.61,11.4
3637,1995-03-14,12.1,11.68,12.61,11.4
3638,1995-03-15,12.42,12.27,12.68,12.19
3639,1995-03-15,12.42,12.27,12.68,12.19
3640,1995-03-16,11.95,12.27,12.38,11.78
3641,1995-03-16,11.95,12.27,12.38,11.78
3642,1995-03-17,11.8,12.05,12.13,11.6
3643,1995-03-17,11.8,12.05,12.13,11.6
3644,1995-03-20,11.34,11.88,11.9,11.34
3645,1995-03-20,11.34,11.88,11.9,11.34
3646,1995-03-21,11.53,11.35,11.83,10.79
3647,1995-03-21,11.53,11.35,11.83,10.79
3648,1995-03-22,11.29,11.36,11.72,11.27
3649,1995-03-22,11.29,11.36,11.72,11.27
3650,1995-03-23,11.43,11.39,11.75,11.25
3651,1995-03-23,11.43,11.39,11.75,11.25
3652,1995-03-24,11.19,11.23,11.24,10.98
3653,1995-03-24,11.19,11.23,11.24,10.98
3654,1995-03-27,11.83,11.97,12.11,11.78
3655,1995-03-27,11.83,11.97,12.11,11.78
3656,1995-03-28,11.33,11.51,11.65,11.29
3657,1995-03-28,11.33,11.51,11.65,11.29
3658,1995-03-29,12.51,11.68,12.93,11.62
3659,1995-03-29,12.51,11.68,12.93,11.62
